"index";"Company";"TypeName";"Inches";"pixle_width";"pixle_height";"touchscreen";"cpu_speed";"cpu_brand";"cpu_";"Ram";"memmory_type";"primary_storage";"secondary_storage";"gpu_";"Gpu_brand";"OpSys";"Weight";"Price"
532;"Asus";"Notebook";16.0;3840;2160;0;2.7;"Intel";"Core i7";8;"Hybrid";256;1024;" GeForce GTX 960M";"Nvidia";"window";2.0;69211
533;"Mediacom";"Notebook";13.0;1920;1080;0;1.1;"Intel";"Celeron Quad";4;"SSD";32;0;" HD Graphics 500";"Intel";"window";1.2;19660
534;"Asus";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"Hybrid";128;1024;" GeForce GTX 1060";"Nvidia";"window";2.3;87859
535;"Dell";"Notebook";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" GeForce 930MX";"Nvidia";"window";1.9;72940
536;"Dell";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";8;"SSD";256;0;" Radeon 530";"AMD";"window";2.2;42486
537;"HP";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Pentium Quad";4;"SSD";256;0;" HD Graphics 405";"Intel";"window";1.9;21258
538;"HP";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";12;"HDD";1024;0;" GeForce GTX 1060";"Nvidia";"window";2.6;95851
539;"Lenovo";"Notebook";14.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" GeForce 940MX";"Nvidia";"window";1.9;45768
540;"Dell";"Ultrabook";13.0;3200;1800;1;1.8;"Intel";"Core i7";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.2;74539
541;"Dell";"Notebook";14.0;1920;1080;0;2.0;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 520";"Intel";"window";1.6;39207
542;"HP";"Ultrabook";13.0;3200;1800;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;61006
543;"Acer";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" GeForce GTX 1050";"Nvidia";"linux";2.4;42517
544;"Asus";"Notebook";16.0;1366;768;0;1.8;"AMD";"E-Series 7110";4;"HDD";500;0;" Radeon R2 Graphics";"AMD";"window";2.0;18595
545;"HP";"Notebook";16.0;1920;1080;0;2.4;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 620";"Intel";"window";2.1;37589
546;"Lenovo";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";1.9;41825
547;"Lenovo";"Notebook";16.0;1920;1080;0;2.3;"Intel";"Core i5";4;"HDD";1024;0;" HD Graphics 520";"Intel";"N/A";2.2;24634
548;"HP";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";1.9;21152
549;"Lenovo";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";2.0;92121
550;"Lenovo";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 520";"Intel";"window";2.2;26587
551;"Dell";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.9;59513
552;"Dell";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";4.4;143803
553;"HP";"Notebook";17.0;1600;900;0;2.0;"Intel";"Core i3";8;"HDD";1024;0;" HD Graphics 520";"Intel";"window";2.7;28992
554;"HP";"Notebook";17.0;1920;1080;0;2.7;"Intel";"Core i7";8;"HDD";1024;0;" GeForce 930MX";"Nvidia";"window";2.6;68198
555;"Asus";"Notebook";16.0;1366;768;0;1.1;"Intel";"Celeron Dual";4;"HDD";500;0;" HD Graphics 500";"Intel";"linux";2.0;11935
556;"Mediacom";"Notebook";13.0;1920;1080;0;1.4;"Intel";"Atom x5-Z8350";4;"Flash Storage";32;0;" HD Graphics";"Intel";"window";1.4;13586
557;"Lenovo";"Notebook";17.0;1600;900;0;2.7;"Intel";"Core i7";6;"Hybrid";128;1024;" GeForce 940MX";"Nvidia";"window";2.8;50563
558;"HP";"Notebook";16.0;1920;1080;0;2.5;"AMD";"A10-Series A10-9620P";6;"SSD";128;0;" Radeon 530";"AMD";"window";1.9;30311
559;"Dell";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" Radeon R5 M420";"AMD";"window";2.2;32922
560;"Acer";"2 in 1 Convertible";12.0;1920;1080;1;2.0;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 500";"Intel";"window";1.3;18595
561;"Lenovo";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 620";"Intel";"window";2.1;33566
562;"HP";"Ultrabook";13.0;3200;1800;1;1.2;"Intel";"Core M";16;"SSD";512;0;" HD Graphics 515";"Intel";"window";1.2;104695
563;"Lenovo";"Notebook";17.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" Quadro M620M";"Nvidia";"window";3.4;159787
564;"Asus";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";2.5;44702
565;"Dell";"Ultrabook";13.0;3840;2160;1;1.6;"Intel";"Core i5";8;"SSD";128;0;" UHD Graphics 620";"Intel";"window";1.2;85195
566;"Dell";"Notebook";16.0;1366;768;0;2.6;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";1.9;51096
568;"Lenovo";"Notebook";16.0;1920;1080;0;1.1;"Intel";"Pentium Quad";4;"HDD";500;0;" HD Graphics 505";"Intel";"window";2.2;18328
569;"Lenovo";"Notebook";14.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.0;52747
570;"HP";"Workstation";17.0;1600;900;0;2.8;"Intel";"Core i5";8;"HDD";500;0;" Quadro M1200";"Nvidia";"window";3.1;99154
571;"HP";"Notebook";14.0;1366;768;0;1.6;"Intel";"Pentium Quad";8;"HDD";2048;0;" HD Graphics 405";"Intel";"window";1.9;20726
572;"HP";"Notebook";16.0;1920;1080;0;3.0;"AMD";"A9-Series A9-9420";6;"SSD";256;0;" Radeon 530";"AMD";"window";2.0;34579
573;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.3;44222
574;"Lenovo";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.1;36497
575;"Mediacom";"Notebook";14.0;1920;1080;0;1.4;"Intel";"Atom x5-Z8350";4;"SSD";32;0;" HD Graphics";"Intel";"window";1.4;13267
576;"Toshiba";"Ultrabook";14.0;1920;1080;1;2.7;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.2;99367
577;"Lenovo";"Gaming";17.0;1920;1080;0;2.7;"Intel";"Core i7";32;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";4.6;141885
578;"MSI";"Gaming";17.0;1920;1080;0;2.9;"Intel";"Core i7";16;"Hybrid";512;1024;" GeForce GTX 1070";"Nvidia";"window";4.1;145401
579;"Dell";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" Radeon R5 M430";"AMD";"linux";2.2;39907
580;"Mediacom";"Notebook";14.0;1920;1080;0;1.1;"Intel";"Celeron Quad";4;"SSD";32;0;" HD Graphics 500";"Intel";"window";1.5;20726
581;"Dell";"Notebook";16.0;1366;768;0;2.6;"Intel";"Core i5";8;"HDD";500;0;" HD Graphics 620";"Intel";"window";1.9;53734
582;"HP";"Notebook";13.0;1920;1080;0;2.4;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 620";"Intel";"window";1.5;38308
583;"Dell";"Notebook";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"SSD";256;0;" GeForce 930MX";"Nvidia";"window";1.9;81912
584;"Dell";"Netbook";12.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"Flash Storage";16;0;" HD Graphics 400";"Intel";"other";1.3;15718
585;"MSI";"Gaming";17.0;1920;1080;0;2.7;"Intel";"Core i7";16;"Hybrid";128;1024;" GeForce GTX 980M";"Nvidia";"window";4.5;125155
586;"HP";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1050";"Nvidia";"window";3.8;79813
587;"Lenovo";"Ultrabook";14.0;1920;1080;0;2.6;"Intel";"Core i7";12;"SSD";256;0;" HD Graphics 520";"Intel";"window";8.4;89137
588;"Lenovo";"Notebook";16.0;1366;768;1;1.8;"Intel";"Core i7";12;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.2;32448
589;"Asus";"Gaming";17.0;1920;1080;0;2.5;"Intel";"Core i5";8;"Hybrid";128;1024;" GeForce GTX 1060";"Nvidia";"window";2.7;94306
590;"Asus";"2 in 1 Convertible";16.0;1366;768;1;2.5;"Intel";"Core i5";8;"HDD";1024;0;" HD Graphics 520";"Intel";"window";2.2;39374
591;"Lenovo";"Notebook";16.0;1920;1080;0;3.6;"AMD";"A12-Series 9720P";12;"SSD";512;0;" Radeon 530";"AMD";"window";2.2;50563
592;"Dell";"2 in 1 Convertible";32.0;1366;768;1;1.0;"Intel";"Core M";4;"SSD";128;0;" HD Graphics 615";"Intel";"window";1.4;32128
593;"Samsung";"Notebook";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";2.5;90523
594;"Lenovo";"Notebook";17.0;1920;1080;0;2.0;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 520";"Intel";"N/A";2.8;28185
595;"Lenovo";"Notebook";16.0;1366;768;0;2.3;"Intel";"Core i3";8;"HDD";1024;0;" HD Graphics 520";"Intel";"window";2.3;24456
596;"Lenovo";"2 in 1 Convertible";13.0;1920;1080;1;2.7;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.4;107892
597;"Lenovo";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 630";"Intel";"window";1.7;78535
598;"Dell";"2 in 1 Convertible";13.0;1920;1080;1;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;88978
599;"Dell";"Workstation";16.0;1920;1080;1;2.8;"Intel";"Core i7";8;"SSD";256;0;" Quadro M620";"Nvidia";"window";2.1;93933
600;"HP";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.8;64948
601;"HP";"Notebook";16.0;1366;768;0;2.4;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.1;35617
602;"Acer";"Notebook";14.0;1920;1080;0;1.1;"Intel";"Celeron Quad";4;"Flash Storage";32;0;" HD Graphics 500";"Intel";"window";1.6;17529
603;"MSI";"Gaming";17.0;1920;1080;0;2.7;"Intel";"Core i7";16;"Hybrid";128;1024;" GeForce GTX 970M";"Nvidia";"window";4.1;117163
604;"Dell";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" Radeon R5 M420";"AMD";"linux";2.2;24775
605;"MSI";"Gaming";16.0;3840;2160;0;2.8;"Intel";"Core i7";16;"Hybrid";256;2048;" GeForce GTX 1060";"Nvidia";"window";1.8;122491
606;"Toshiba";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";2.2;74539
607;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";6;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.4;30050
608;"Lenovo";"2 in 1 Convertible";16.0;1920;1080;1;2.8;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 630";"Intel";"window";2.0;69211
609;"Acer";"Notebook";14.0;1366;768;0;1.6;"Intel";"Pentium Quad";4;"Flash Storage";128;0;" HD Graphics 405";"Intel";"window";1.6;18595
610;"Lenovo";"Notebook";16.0;3840;2160;0;3.1;"Intel";"Xeon E3-1535M";32;"SSD";1024;0;" Quadro M2200M";"Nvidia";"window";2.5;261019
611;"Dell";"Gaming";16.0;1920;1080;0;2.6;"Intel";"Core i7";16;"HDD";1024;0;" GeForce GTX 960<U+039C>";"Nvidia";"window";2.6;46834
612;"Dell";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" HD Graphics 520";"Intel";"linux";2.2;23651
613;"Dell";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" HD Graphics 520";"Intel";"linux";2.3;19128
614;"Dell";"Notebook";16.0;1366;768;0;2.6;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"linux";1.9;46300
615;"Asus";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";3.0;62231
617;"HP";"Ultrabook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.8;74006
618;"MSI";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";2.9;120832
619;"Acer";"2 in 1 Convertible";12.0;1366;768;1;1.6;"Intel";"Celeron Quad";4;"Flash Storage";32;0;" HD Graphics 400";"Intel";"other";1.3;20193
620;"HP";"Notebook";14.0;1366;768;0;2.6;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.3;59887
621;"Lenovo";"Notebook";14.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.7;78055
622;"Dell";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";4;"HDD";1024;0;" Radeon 530";"AMD";"window";2.2;41345
623;"Fujitsu";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.2;42571
624;"HP";"Notebook";16.0;1366;768;0;2.3;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";1.9;49657
626;"Mediacom";"Notebook";14.0;1920;1080;0;1.4;"Intel";"Atom x5-Z8350";2;"Flash Storage";32;0;" HD Graphics";"Intel";"window";1.4;12734
627;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";4;"SSD";128;0;" HD Graphics 620";"Intel";"N/A";2.2;24935
628;"Asus";"2 in 1 Convertible";13.0;1920;1080;1;2.5;"Intel";"Core i5";6;"HDD";1024;0;" HD Graphics 620";"Intel";"window";1.5;34046
630;"Asus";"Ultrabook";14.0;1920;1080;0;2.7;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 620";"Intel";"window";11.1;101232
631;"Dell";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1050 Ti";"Nvidia";"window";2.6;78801
632;"Lenovo";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";4;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.8;44169
633;"Lenovo";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" GeForce 920MX ";"Nvidia";"window";2.2;30849
634;"Asus";"Notebook";16.0;1366;768;0;1.1;"Intel";"Celeron Dual";8;"HDD";1024;0;" HD Graphics 500";"Intel";"window";2.0;21259
635;"Asus";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" GeForce GTX 1050";"Nvidia";"window";2.0;48305
636;"Dell";"Ultrabook";13.0;3200;1800;1;1.6;"Intel";"Core i5";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.2;99580
637;"Lenovo";"Notebook";14.0;1366;768;0;1.6;"Intel";"Celeron Dual";2;"Flash Storage";32;0;" HD Graphics 400";"Intel";"window";1.4;13267
638;"Lenovo";"2 in 1 Convertible";13.0;1920;1080;1;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;93635
639;"Dell";"Notebook";16.0;3840;2160;1;2.8;"Intel";"Core i7";16;"SSD";1024;0;" GeForce GTX 1050";"Nvidia";"window";2.1;127819
640;"Lenovo";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050M";"Nvidia";"window";2.5;59088
641;"HP";"Notebook";17.0;1600;900;0;3.0;"AMD";"A9-Series 9420";8;"HDD";1024;0;" Radeon R5";"AMD";"window";2.6;27754
642;"Lenovo";"Ultrabook";14.0;1920;1080;0;2.7;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.1;130536
643;"Asus";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"HDD";1024;0;" GeForce GTX 1050 Ti";"Nvidia";"N/A";2.5;62284
644;"Acer";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";2.4;23976
645;"Lenovo";"Notebook";14.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics";"Intel";"window";1.4;14599
646;"Acer";"Ultrabook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" Graphics 620";"Intel";"window";1.8;48964
647;"Razer";"Gaming";14.0;1920;1080;0;2.8;"Intel";"Core i7";16;"SSD";256;0;" GeForce GTX 1060";"Nvidia";"window";2.0;138475
648;"Toshiba";"Notebook";13.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.2;64629
649;"Lenovo";"Ultrabook";13.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;84396
650;"Asus";"Gaming";17.0;1920;1080;0;2.7;"Intel";"Core i7";32;"SSD";512;0;" GeForce GTX 1080";"Nvidia";"window";3.8;149131
651;"Acer";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" GeForce GTX 1050";"Nvidia";"linux";2.4;37776
652;"Dell";"Ultrabook";13.0;1920;1080;0;1.6;"Intel";"Core i5";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.2;77251
653;"MSI";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050 Ti";"Nvidia";"window";2.2;63499
654;"HP";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 520";"Intel";"N/A";1.9;19442
655;"Toshiba";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.0;56690
656;"Dell";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";256;0;" Radeon 530";"AMD";"window";6.2;48964
657;"Dell";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";16;"Hybrid";256;2048;" Radeon 530";"AMD";"window";2.2;60473
658;"Lenovo";"Gaming";16.0;1920;1080;0;2.6;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 960";"Nvidia";"window";3.3;63723
659;"Dell";"Gaming";17.0;3840;2160;0;2.8;"Intel";"Core i7";32;"Hybrid";512;1024;" GeForce GTX 1070";"Nvidia";"window";4.4;167692
660;"Dell";"Notebook";14.0;1920;1080;0;2.4;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.6;65481
661;"Lenovo";"Notebook";16.0;1366;768;0;1.1;"Intel";"Celeron Dual";4;"HDD";500;0;" HD Graphics 500";"Intel";"window";2.2;22324
662;"Lenovo";"Notebook";16.0;1920;1080;0;2.3;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";2.2;28505
663;"HP";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";6;"HDD";1024;0;" Radeon R5 M430";"AMD";"window";2.0;28718
664;"MSI";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1060";"Nvidia";"window";2.7;79215
665;"Toshiba";"Notebook";16.0;1366;768;0;2.1;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 520";"Intel";"window";2.1;26533
667;"HP";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"HDD";1024;0;" Radeon 530";"AMD";"window";2.1;39694
668;"Toshiba";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.0;67026
669;"Acer";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 520";"Intel";"linux";2.1;21951
670;"Microsoft";"Ultrabook";14.0;2256;1504;1;2.8;"Intel";"Core i7";8;"SSD";256;0;" Iris Plus Graphics 640";"Intel";"window";1.3;99519
671;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"Hybrid";128;1024;" Radeon R5 M430";"AMD";"window";1.9;43580
672;"Lenovo";"2 in 1 Convertible";13.0;1920;1080;1;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;55092
673;"Lenovo";"Notebook";36.0;1366;768;0;2.2;"AMD";"E-Series E2-9000";4;"SSD";128;0;" Radeon R2 Graphics";"AMD";"window";2.2;18595
674;"HP";"2 in 1 Convertible";14.0;1920;1080;1;2.4;"Intel";"Core i3";4;"SSD";128;0;" GeForce 940MX";"Nvidia";"window";1.6;37243
675;"MSI";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1050";"Nvidia";"window";2.4;68944
676;"Asus";"Ultrabook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.1;60473
677;"HP";"2 in 1 Convertible";12.0;1366;768;1;1.1;"Intel";"Celeron Dual";8;"Flash Storage";64;0;" HD Graphics 500";"Intel";"other";1.4;26374
678;"LG";"Ultrabook";16.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.1;122491
679;"Acer";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";16;"SSD";256;0;" GeForce GTX 1050 Ti";"Nvidia";"window";2.5;69211
680;"MSI";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce GTX 1050";"Nvidia";"window";2.2;53168
681;"Asus";"Notebook";16.0;1366;768;0;1.1;"Intel";"Celeron Dual";4;"SSD";128;0;" HD Graphics 500";"Intel";"window";1.9;22324
682;"Dell";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";16;"Hybrid";128;1024;" GeForce GTX 1060";"Nvidia";"window";3.2;109277
683;"HP";"Notebook";17.0;1920;1080;0;2.0;"Intel";"Core i3";4;"SSD";256;0;" Radeon R5 520";"AMD";"window";2.5;37243
684;"Lenovo";"2 in 1 Convertible";13.0;1920;1080;1;1.8;"Intel";"Core i7";8;"SSD";512;0;" UHD Graphics 620";"Intel";"window";1.2;79867
685;"Dell";"Gaming";16.0;1920;1080;0;2.9;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";3.5;149917
686;"HP";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" Radeon 520";"AMD";"window";1.9;32640
687;"Dell";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" Radeon R5 M430";"AMD";"window";2.2;29073
688;"HP";"Notebook";17.0;1920;1080;0;2.4;"AMD";"A10-Series 9600P";6;"HDD";2048;0;" Radeon R7 M440";"AMD";"window";2.7;30316
689;"Lenovo";"Notebook";16.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"HDD";500;0;" HD Graphics 510";"Intel";"window";2.1;16943
690;"Acer";"Notebook";14.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 510";"Intel";"other";1.5;19980
691;"Lenovo";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";4;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.7;37243
692;"HP";"Workstation";17.0;1920;1080;0;2.8;"Intel";"Core i7";8;"HDD";500;0;" Quadro M1200";"Nvidia";"window";3.1;101658
693;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;137995
694;"Toshiba";"Notebook";13.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.5;51841
695;"Acer";"Netbook";12.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics";"Intel";"window";1.4;14332
696;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;2.7;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.4;93187
697;"Asus";"2 in 1 Convertible";13.0;1920;1080;1;0.9;"Intel";"Core M";4;"Flash Storage";64;0;" HD Graphics 515";"Intel";"other";1.2;35644
698;"Toshiba";"Ultrabook";13.0;1920;1080;1;2.5;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 520";"Intel";"window";1.4;100007
700;"Dell";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" GeForce GTX 1050";"Nvidia";"window";2.6;43636
701;"Lenovo";"Notebook";16.0;1920;1080;0;2.9;"AMD";"A9-Series 9420";4;"SSD";256;0;" Radeon 530";"AMD";"window";2.2;21259
702;"Lenovo";"Notebook";16.0;1366;768;0;3.6;"AMD";"A12-Series 9720P";8;"HDD";1024;0;" Radeon R7";"AMD";"window";2.2;22857
703;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";4;"HDD";1024;1024;" HD Graphics 620";"Intel";"window";2.1;33111
704;"Lenovo";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 520";"Intel";"N/A";1.9;23976
705;"Dell";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.2;42358
706;"Acer";"2 in 1 Convertible";13.0;1920;1080;1;1.6;"Intel";"Core i5";1;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.6;53227
707;"Lenovo";"Workstation";16.0;1920;1080;0;2.5;"Intel";"Core i7";16;"SSD";512;0;" Quadro M520M";"Nvidia";"window";2.2;98834
708;"Lenovo";"Notebook";14.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.8;63456
709;"HP";"Notebook";17.0;1920;1080;0;2.5;"AMD";"A10-Series 9620P";6;"HDD";2048;0;" Radeon 530";"AMD";"window";2.7;34899
710;"Lenovo";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050 Ti";"Nvidia";"window";2.5;66547
